var01,var02,var03,var04,var05,var06,var07,var08,var09,var10,var11,var12,var13,var14,var15
True,n416,a,71,26,3,s12,2/28/2022 2:23,3,,,,,,3
True,n417,,66,,,s01,2/1/2022 6:29,-7,1,1,1,1,1,-7
True,n418,,,,,s13,2/5/2022 0:04,2,,9,,,,2
True,n419,a,64,,,s10,2/1/2022 15:58,-10,1,1,1,1,1,-10
True,n420,a,71,,,s12,2/8/2022 22:08,3,8,9,9,8,8,3
True,n421,a,53,,,s07,2/1/2022 22:53,-10,1,1,0,1,1,-10
True,n422,a,52,,,s31,2/6/2022 16:50,4,,,,,10,4
True,n423,,79,,,s12,2/27/2022 0:26,4,,10,,,,4
True,n424,a,121,17,1,s43,2/4/2022 23:25,4,,10,5,7,,4
True,n425,a,35,,,s07,2/21/2022 16:57,-10,0,0,0,0,0,-10
True,n426,,,,,s07,2/3/2022 20:29,-10,,0,,,,-10
True,n427,,55,,,s23,2/26/2022 16:59,4,,,,,,4
True,n428,a,87,,,s13,2/8/2022 22:47,4,10,10,10,10,10,4
True,n429,,,,,s45,2/10/2022 18:14,3,9,10,10,9,8,3
True,n430,b,74,2,1,s07,2/9/2022 17:37,2,8,8,8,7,8,2
True,n431,a,67,,,s30,2/28/2022 12:27,3,9,,,,,3
True,n432,,71,,,s21,2/27/2022 21:27,2,,,,,8,2
True,n433,,,,,s12,2/25/2022 15:01,4,,10,,,,4
True,n434,,,,,s39,2/28/2022 13:06,-9,,4,,,,-9
True,n435,a,66,,,s12,2/21/2022 21:48,3,9,9,9,9,9,3
True,n436,,66,74,3,s01,2/28/2022 23:39,-3,,,,,,-3
True,n437,c,73,,,s07,2/23/2022 22:50,-10,0,6,0,0,0,-10
True,n438,,,,,s07,2/24/2022 7:10,2,9,9,8,9,8,2
True,n439,a,61,,,s38,2/26/2022 19:38,-7,1,1,1,1,1,-7
True,n440,,,,,s24,2/22/2022 15:28,4,9,9,9,9,9,4
True,n441,,54,,,s19,2/4/2022 22:49,2,8,8,8,8,8,2
True,n442,a,69,,,s14,2/6/2022 2:08,4,,10,,,,4
True,n443,,,,,s01,2/24/2022 0:21,4,10,10,10,10,10,4
True,n444,a,83,,,s24,2/23/2022 18:27,4,10,10,9,10,11,4
True,n445,a,56,,,s44,2/4/2022 18:59,5,10,10,10,10,10,5
True,n446,,67,,,s43,2/24/2022 12:37,2,8,3,7,6,1,2
True,n447,,,,,s20,2/6/2022 14:09,4,10,10,6,6,11,4
True,n448,a,39,,,s24,2/4/2022 2:05,3,9,9,9,9,9,3
True,n449,,,,,s34,2/10/2022 4:06,4,10,10,5,10,0,4
True,n450,a,67,,,s12,2/2/2022 16:44,-5,,8,,,,-5
True,n451,a,79,20,1,s10,2/3/2022 13:20,-5,8,8,5,8,8,-5
True,n452,a,63,,,s07,2/28/2022 23:52,2,8,10,5,5,8,2
True,n453,a,49,,,s04,2/28/2022 7:26,-10,,0,,,,-10
True,n454,a,54,,,s18,2/6/2022 5:41,0,5,5,4,5,5,0
True,n455,a,66,,,s12,2/27/2022 1:58,4,,10,,,,4
True,n456,,72,,,s44,2/9/2022 19:08,3,9,9,9,9,9,3
True,n457,c,66,,,s39,2/6/2022 16:48,-10,,,,,,-10
True,n458,b,51,,,s10,2/14/2022 5:26,-10,7,5,6,6,4,-10
True,n459,a,68,,,s24,2/25/2022 22:55,3,,,,,,3
True,n460,a,86,62,1,s03,2/10/2022 6:17,2,9,8,8,8,8,2
True,n461,a,65,72,2,s03,2/28/2022 5:10,4,,10,,,,4
True,n462,,,,,s03,2/25/2022 15:19,2,6,3,2,6,7,2
True,n463,b,51,,,s38,2/4/2022 13:24,4,8,7,7,8,8,4
True,n464,a,68,10,1,s27,2/28/2022 23:20,2,7,6,7,5,9,2
True,n465,a,85,,,s43,2/4/2022 1:38,2,,,,,6,2
True,n466,,,,,s24,2/23/2022 2:56,4,10,10,10,10,10,4
True,n467,,,,,s30,2/25/2022 17:03,-10,0,0,0,0,0,-10
True,n468,a,66,,,s27,2/28/2022 21:09,-7,,1,,,,-7
True,n469,,58,,,s16,2/2/2022 16:48,-8,4,4,9,4,4,-8
True,n470,a,86,,,s12,2/22/2022 15:31,-6,0,0,0,0,0,-6
True,n471,a,57,20,2,s12,2/7/2022 14:18,2,7,9,7,6,7,2
True,n472,a,81,,,s03,2/3/2022 20:00,4,,10,,,,4
True,n473,a,65,,,s12,2/28/2022 18:22,-10,,,,,,-10
True,n474,a,56,,,s12,2/3/2022 19:38,-2,6,4,5,6,7,-2
True,n475,,,,,s07,2/24/2022 23:45,-10,0,,0,,,-10
True,n476,a,62,78,1,s39,2/23/2022 17:52,4,10,10,6,10,10,4
True,n477,,,,,s38,2/3/2022 18:04,2,9,9,9,9,9,2
True,n478,a,67,,,s38,2/26/2022 13:40,4,10,10,10,10,10,4
True,n479,,,,,s30,2/28/2022 1:59,3,,10,,,,3
True,n480,,,,,s12,2/4/2022 17:09,5,10,10,9,9,5,5
True,n481,a,66,,,s02,2/1/2022 13:12,-10,,,,,,-10
True,n482,,80,,,s07,2/23/2022 18:51,2,8,9,8,8,8,2
True,n483,a,74,30,1,s22,2/5/2022 15:47,3,,,,,,3
True,n484,a,61,,,s24,2/27/2022 0:21,4,,10,,,,4
True,n485,a,61,,,s39,2/24/2022 15:52,-10,2,5,2,3,2,-10
True,n486,,70,,,s12,2/25/2022 1:22,4,,,,,7,4
True,n487,,57,,,s02,2/10/2022 0:07,3,9,9,9,6,8,3
True,n488,a,67,,,s12,2/1/2022 14:53,2,9,,9,9,,2
True,n489,,,,,s07,2/7/2022 1:18,3,9,9,9,9,9,3
True,n490,a,72,,,s08,2/24/2022 20:46,1,9,8,8,9,8,1
True,n491,a,83,85,2,s41,2/7/2022 19:26,4,,10,,,,4
True,n492,,,,,s07,2/22/2022 13:09,4,8,10,5,5,11,4
True,n493,a,65,,,s20,2/4/2022 2:05,2,5,,,,,2
True,n494,a,47,25,1,s04,2/3/2022 18:09,-10,5,5,5,5,5,-10
True,n495,b,71,,,s12,2/24/2022 12:02,-10,,,,,,-10
